chapter,number,authors,year,title,venue,pages,doi,url,accessed,confidence,raw
11,5,"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, L., & Polosukhin, I",2017,Attention is All you Need,Advances in Neural Information Processing Systems 30 (NeurIPS),5998-6008,,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,8 August 2026,high,"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, L., & Polosukhin, I. (2017). Attention is All you Need. Advances in Neural Information Processing Systems 30 (NeurIPS), 5998-6008. https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html Accessed 8 August 2026."
11,6,"Tang, C., Yu, W., Sun, G., Chen, X., Tan, T., Li, W., Lu, L., Ma, Z., & Zhang, C",2024,SALMONN: Towards generic hearing abilities for large language models,International Conference on Learning Representations (ICLR),,,https://openreview.net/forum?id=14rn7HpKVk,7 August 2026,high,"Tang, C., Yu, W., Sun, G., Chen, X., Tan, T., Li, W., Lu, L., Ma, Z., & Zhang, C. (2024). SALMONN: Towards generic hearing abilities for large language models. International Conference on Learning Representations (ICLR). https://openreview.net/forum?id=14rn7HpKVk Accessed 7 August 2026."
11,7,"Chu, Y., Xu, J., Yang, Q., Wei, H., Wei, X., Guo, Z., Leng, Y., Lv, Y., He, J., Lin, J., Zhou, C., & Zhou, J",2024,Qwen2-Audio technical report,arXiv preprint arXiv:2407.10759,,,https://arxiv.org/abs/2407.10759,,medium,"Chu, Y., Xu, J., Yang, Q., Wei, H., Wei, X., Guo, Z., Leng, Y., Lv, Y., He, J., Lin, J., Zhou, C., & Zhou, J. (2024). Qwen2-Audio technical report. arXiv preprint arXiv:2407.10759. https://arxiv.org/abs/2407.10759"
11,8,"Rubenstein, P. K., Asawaroengchai, C., Nguyen, D. D., Bapna, A., Borsos, Z., de Chaumont Quitry, F., Chen, P., El Badawy, D., Han, W., Kharitonov, E., Muckenhirn, H., Padfield, D., Qin, J., Rozenberg, D., Sainath, T., Schalkwyk, J., Sharifi, M., Tadmor Ramanovich, M., Tagliasacchi, M., Tudor, A., Velimirović, M., Vincent, D., Yu, J., Wang, Y., Zayats, V., Zeghidour, N., Zhang, Y., Zhang, Z., Zilka, L., & Frank, C",2023,AudioPaLM: A large language model that can speak and listen,arXiv preprint arXiv:2306.12925,,,https://arxiv.org/abs/2306.12925,,medium,"Rubenstein, P. K., Asawaroengchai, C., Nguyen, D. D., Bapna, A., Borsos, Z., de Chaumont Quitry, F., Chen, P., El Badawy, D., Han, W., Kharitonov, E., Muckenhirn, H., Padfield, D., Qin, J., Rozenberg, D., Sainath, T., Schalkwyk, J., Sharifi, M., Tadmor Ramanovich, M., Tagliasacchi, M., Tudor, A., Velimirović, M., Vincent, D., Yu, J., Wang, Y., Zayats, V., Zeghidour, N., Zhang, Y., Zhang, Z., Zilka, L., & Frank, C. (2023). AudioPaLM: A large language model that can speak and listen. arXiv preprint arXiv:2306.12925. https://arxiv.org/abs/2306.12925"
11,9,"Défossez, A., Copet, J., Synnaeve, G., & Adi, Y",2023,High fidelity neural audio compression,Transactions on Machine Learning Research,,,https://openreview.net/forum?id=ivCd8z8zR2,7 August 2026,high,"Défossez, A., Copet, J., Synnaeve, G., & Adi, Y. (2023). High fidelity neural audio compression. Transactions on Machine Learning Research. https://openreview.net/forum?id=ivCd8z8zR2 Accessed 7 August 2026."
11,10,"Mousavi, P., Maimon, G., Moumen, A., Petermann, D., Shi, J., Wu, H., Yang, H., Kuznetsova, A., Ploujnikov, A., Marxer, R., Ramabhadran, B., Elizalde, B., Lugosch, L., Li, J., Subakan, C., Woodland, P., Kim, M., Lee, H.-y., Watanabe, S., Adi, Y., & Ravanelli, M",2025,Discrete audio tokens: More than a survey!,Transactions on Machine Learning Research,,,https://openreview.net/forum?id=eqNchtvc6v,8 August 2026,high,"Mousavi, P., Maimon, G., Moumen, A., Petermann, D., Shi, J., Wu, H., Yang, H., Kuznetsova, A., Ploujnikov, A., Marxer, R., Ramabhadran, B., Elizalde, B., Lugosch, L., Li, J., Subakan, C., Woodland, P., Kim, M., Lee, H.-y., Watanabe, S., Adi, Y., & Ravanelli, M. (2025). Discrete audio tokens: More than a survey! Transactions on Machine Learning Research. https://openreview.net/forum?id=eqNchtvc6v Accessed 8 August 2026."
11,11,"Borsos, Z., Marinier, R., Vincent, D., Kharitonov, E., Pietquin, O., Sharifi, M., Roblek, D., Teboul, O., Grangier, D., Tagliasacchi, M., & Zeghidour, N",2023,AudioLM: A language modeling approach to audio generation,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 31",2523-2533,10.1109/TASLP.2023.3288409,https://doi.org/10.1109/TASLP.2023.3288409,,high,"Borsos, Z., Marinier, R., Vincent, D., Kharitonov, E., Pietquin, O., Sharifi, M., Roblek, D., Teboul, O., Grangier, D., Tagliasacchi, M., & Zeghidour, N. (2023). AudioLM: A language modeling approach to audio generation. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 31, 2523-2533. https://doi.org/10.1109/TASLP.2023.3288409"
11,12,"Défossez, A., Mazaré, L., Orsini, M., Royer, A., Pérez, P., Jégou, H., Grave, E., & Zeghidour, N",2024,Moshi: A speech-text foundation model for real-time dialogue,arXiv preprint arXiv:2410.00037,,,https://arxiv.org/abs/2410.00037,,medium,"Défossez, A., Mazaré, L., Orsini, M., Royer, A., Pérez, P., Jégou, H., Grave, E., & Zeghidour, N. (2024). Moshi: A speech-text foundation model for real-time dialogue. arXiv preprint arXiv:2410.00037. https://arxiv.org/abs/2410.00037"
11,13,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., Küttler, H., Lewis, M., Yih, W.-t., Rocktäschel, T., Riedel, S., & Kiela, D",2020,Retrieval-augmented generation for knowledge-intensive NLP tasks,Advances in Neural Information Processing Systems 33 (NeurIPS),9459-9474,,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,7 August 2026,high,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., Küttler, H., Lewis, M., Yih, W.-t., Rocktäschel, T., Riedel, S., & Kiela, D. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. Advances in Neural Information Processing Systems 33 (NeurIPS), 9459-9474. https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html Accessed 7 August 2026."
11,14,"Schick, T., Dwivedi-Yu, J., Dessì, R., Raileanu, R., Lomeli, M., Hambro, E., Zettlemoyer, L., Cancedda, N., & Scialom, T",2023,Toolformer: Language models can teach themselves to use tools,Advances in Neural Information Processing Systems 36 (NeurIPS),68539-68551,10.52202/075280-2997,https://doi.org/10.52202/075280-2997,,high,"Schick, T., Dwivedi-Yu, J., Dessì, R., Raileanu, R., Lomeli, M., Hambro, E., Zettlemoyer, L., Cancedda, N., & Scialom, T. (2023). Toolformer: Language models can teach themselves to use tools. Advances in Neural Information Processing Systems 36 (NeurIPS), 68539-68551. https://doi.org/10.52202/075280-2997"
11,15,"Sengupta, N., Sahu, S. K., Jia, B., Katipomu, S., Li, H., Koto, F., Marshall, W., Gosal, G., Liu, C., Chen, Z., Afzal, O. M., Kamboj, S., Pandit, O., Pal, R., Pradhan, L., Mujahid, Z. M., Baali, M., Han, X., Bsharat, S. M., Aji, A. F., Shen, Z., Liu, Z., Vassilieva, N., Hestness, J., Hock, A., Feldman, A., Lee, J., Jackson, A., Ren, H. X., Nakov, P., Baldwin, T., & Xing, E",2023,Jais and Jais-chat: Arabic-centric foundation and instruction-tuned open generative large language models,arXiv preprint arXiv:2308.16149,,,https://arxiv.org/abs/2308.16149,,medium,"Sengupta, N., Sahu, S. K., Jia, B., Katipomu, S., Li, H., Koto, F., Marshall, W., Gosal, G., Liu, C., Chen, Z., Afzal, O. M., Kamboj, S., Pandit, O., Pal, R., Pradhan, L., Mujahid, Z. M., Baali, M., Han, X., Bsharat, S. M., Aji, A. F., Shen, Z., Liu, Z., Vassilieva, N., Hestness, J., Hock, A., Feldman, A., Lee, J., Jackson, A., Ren, H. X., Nakov, P., Baldwin, T., & Xing, E. (2023). Jais and Jais-chat: Arabic-centric foundation and instruction-tuned open generative large language models. arXiv preprint arXiv:2308.16149. https://arxiv.org/abs/2308.16149"
11,16,"Huang, H., Yu, F., Zhu, J., Sun, X., Cheng, H., Song, D., Chen, Z., Alharthi, A., An, B., He, J., Liu, Z., Zhang, Z., Chen, J., Li, J., Wang, B., Zhang, L., Sun, R., Wan, X., Li, H., & Xu, J",2024,"AceGPT, localizing large language models in Arabic",Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),8139-8163,10.18653/v1/2024.naacl-long.450,https://doi.org/10.18653/v1/2024.naacl-long.450,,high,"Huang, H., Yu, F., Zhu, J., Sun, X., Cheng, H., Song, D., Chen, Z., Alharthi, A., An, B., He, J., Liu, Z., Zhang, Z., Chen, J., Li, J., Wang, B., Zhang, L., Sun, R., Wan, X., Li, H., & Xu, J. (2024). AceGPT, localizing large language models in Arabic. Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers), 8139-8163. https://doi.org/10.18653/v1/2024.naacl-long.450"
11,17,Qwen Team,2025,Qwen2.5-Omni technical report,arXiv preprint arXiv:2503.20215,,,https://arxiv.org/abs/2503.20215,,medium,Qwen Team. (2025). Qwen2.5-Omni technical report. arXiv preprint arXiv:2503.20215. https://arxiv.org/abs/2503.20215
11,18,"Alam, F., Shahroor, A. E., Hasan, M. A., Sheikh Ali, Z., Bhatti, H. H., Kmainasi, M. B., Chowdhury, S. A., Mousi, B., Dalvi, F., Durrani, N., & Milic-Frayling, N",2026,"OASIS: A multilingual and multimodal dataset for culturally grounded spoken visual QA. arXiv preprint arXiv:2510.06371, revised May 2026, first released as EverydayMMQA",,,,https://arxiv.org/abs/2510.06371,7 August 2026,medium,"Alam, F., Shahroor, A. E., Hasan, M. A., Sheikh Ali, Z., Bhatti, H. H., Kmainasi, M. B., Chowdhury, S. A., Mousi, B., Dalvi, F., Durrani, N., & Milic-Frayling, N. (2026). OASIS: A multilingual and multimodal dataset for culturally grounded spoken visual QA. arXiv preprint arXiv:2510.06371, revised May 2026, first released as EverydayMMQA. https://arxiv.org/abs/2510.06371 Accessed 7 August 2026."
11,19,Fanar Team,2026,Fanar 2.0: Arabic generative AI stack,arXiv preprint arXiv:2603.16397,,,https://arxiv.org/abs/2603.16397,,medium,Fanar Team. (2026). Fanar 2.0: Arabic generative AI stack. arXiv preprint arXiv:2603.16397. https://arxiv.org/abs/2603.16397
11,20,"Yang, Q., Xu, J., Liu, W., Chu, Y., Jiang, Z., Zhou, X., Leng, Y., Lv, Y., Zhao, Z., Zhou, C., & Zhou, J",2024,AIR-Bench: Benchmarking large audio-language models via generative comprehension,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),1979-1998,10.18653/v1/2024.acl-long.109,https://doi.org/10.18653/v1/2024.acl-long.109,,high,"Yang, Q., Xu, J., Liu, W., Chu, Y., Jiang, Z., Zhou, X., Leng, Y., Lv, Y., Zhao, Z., Zhou, C., & Zhou, J. (2024). AIR-Bench: Benchmarking large audio-language models via generative comprehension. Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), 1979-1998. https://doi.org/10.18653/v1/2024.acl-long.109"
11,21,"Yang, C.-K., Ho, N. S., & Lee, H.-y",2025,Towards holistic evaluation of large audio-language models: A comprehensive survey,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,10144-10170,10.18653/v1/2025.emnlp-main.514,https://doi.org/10.18653/v1/2025.emnlp-main.514,,high,"Yang, C.-K., Ho, N. S., & Lee, H.-y. (2025). Towards holistic evaluation of large audio-language models: A comprehensive survey. Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing, 10144-10170. https://doi.org/10.18653/v1/2025.emnlp-main.514"
11,22,"Al-Khalifa, H",2026,When Does OmniASR Fail?,"A Fine-Grained Human Evaluation on Saudi Arabic Dialects. Proceedings of SPEAKABLE @ LREC 2026, 118-124. ELRA Language Resources Association.  Accessed 28 July 2026. Archived at",,,https://web.archive.org/web/20260627002833/http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf,,high,"Al-Khalifa, H. (2026). When Does OmniASR Fail? A Fine-Grained Human Evaluation on Saudi Arabic Dialects. Proceedings of SPEAKABLE @ LREC 2026, 118-124. ELRA Language Resources Association. http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf Accessed 28 July 2026. Archived at https://web.archive.org/web/20260627002833/http://www.lrec-conf.org/proceedings/lrec2026/workshops/speakable/pdf/2026.speakable-1.13.pdf"
11,23,"Wang, Y., Alhmoud, A., & Alqurishi, M",2025,Open Universal Arabic ASR Leaderboard,"Interspeech 2025, Rotterdam, 1168-1172. Leaderboard:",,,https://huggingface.co/spaces/elmresearchcenter/open_universal_arabic_asr_leaderboard,7 August 2026,high,"Wang, Y., Alhmoud, A., & Alqurishi, M. (2025). Open Universal Arabic ASR Leaderboard. Interspeech 2025, Rotterdam, 1168-1172. Leaderboard: https://huggingface.co/spaces/elmresearchcenter/open_universal_arabic_asr_leaderboard Accessed 7 August 2026."
12,1,"Eskenazi, M",2009,An overview of spoken language technology for education,"Speech Communication, 51(10)",832-844,10.1016/j.specom.2009.04.005,https://doi.org/10.1016/j.specom.2009.04.005,,high,"Eskenazi, M. (2009). An overview of spoken language technology for education. Speech Communication, 51(10), 832-844. https://doi.org/10.1016/j.specom.2009.04.005"
12,2,"Witt, S. M., & Young, S. J",2000,Phone-level pronunciation scoring and assessment for interactive language learning,"Speech Communication, 30(2-3)",95-108,10.1016/S0167-6393(99)00044-8,https://doi.org/10.1016/S0167-6393(99)00044-8,,high,"Witt, S. M., & Young, S. J. (2000). Phone-level pronunciation scoring and assessment for interactive language learning. Speech Communication, 30(2-3), 95-108. https://doi.org/10.1016/S0167-6393(99)00044-8"
12,3,"Li, K., Qian, X., & Meng, H",2017,Mispronunciation detection and diagnosis in L2 English speech using multidistribution deep neural networks,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 25(1)",193-207,10.1109/TASLP.2016.2621675,https://doi.org/10.1109/TASLP.2016.2621675,,high,"Li, K., Qian, X., & Meng, H. (2017). Mispronunciation detection and diagnosis in L2 English speech using multidistribution deep neural networks. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 25(1), 193-207. https://doi.org/10.1109/TASLP.2016.2621675"
12,4,"Algabri, M., Mathkour, H., Alsulaiman, M., & Bencherif, M. A",2022,Mispronunciation detection and diagnosis with articulatory-level feedback generation for non-native Arabic speech,"Mathematics, 10(15), 2727",,10.3390/math10152727,https://doi.org/10.3390/math10152727,,high,"Algabri, M., Mathkour, H., Alsulaiman, M., & Bencherif, M. A. (2022). Mispronunciation detection and diagnosis with articulatory-level feedback generation for non-native Arabic speech. Mathematics, 10(15), 2727. https://doi.org/10.3390/math10152727"
12,5,"Zhong, H., Xie, Y., & Yao, Z",2024,Leveraging large language models to refine automatic feedback generation at articulatory level in computer aided pronunciation training,Interspeech 2024,2600-2604,10.21437/Interspeech.2024-1005,https://doi.org/10.21437/Interspeech.2024-1005,,high,"Zhong, H., Xie, Y., & Yao, Z. (2024). Leveraging large language models to refine automatic feedback generation at articulatory level in computer aided pronunciation training. Interspeech 2024, 2600-2604. https://doi.org/10.21437/Interspeech.2024-1005"
12,6,"Afouras, T., Chung, J. S., Senior, A., Vinyals, O., & Zisserman, A",2022,Deep audio-visual speech recognition,"IEEE Transactions on Pattern Analysis and Machine Intelligence, 44(12)",8717-8727,10.1109/TPAMI.2018.2889052,https://doi.org/10.1109/TPAMI.2018.2889052,,high,"Afouras, T., Chung, J. S., Senior, A., Vinyals, O., & Zisserman, A. (2022). Deep audio-visual speech recognition. IEEE Transactions on Pattern Analysis and Machine Intelligence, 44(12), 8717-8727. https://doi.org/10.1109/TPAMI.2018.2889052"
12,7,"Abdelfattah, A., Khalil, M. I., & Abbas, H",2025,Automatic pronunciation error detection and correction of the Holy Quran’s learners using deep learning,arXiv preprint arXiv:2509.00094,,,https://arxiv.org/abs/2509.00094,9 August 2026,medium,"Abdelfattah, A., Khalil, M. I., & Abbas, H. (2025). Automatic pronunciation error detection and correction of the Holy Quran’s learners using deep learning. arXiv preprint arXiv:2509.00094. https://arxiv.org/abs/2509.00094 Accessed 9 August 2026."
12,8,"Qian, Z., Xiao, K., & Yu, C",2023,A survey of technologies for automatic dysarthric speech recognition,"EURASIP Journal on Audio, Speech, and Music Processing, 2023, 48",,10.1186/s13636-023-00318-2,https://doi.org/10.1186/s13636-023-00318-2,,high,"Qian, Z., Xiao, K., & Yu, C. (2023). A survey of technologies for automatic dysarthric speech recognition. EURASIP Journal on Audio, Speech, and Music Processing, 2023, 48. https://doi.org/10.1186/s13636-023-00318-2"
12,9,"Shor, J., Emanuel, D., Lang, O., Tuval, O., Brenner, M., Cattiau, J., Vieira, F., McNally, M., Charbonneau, T., Nollstadt, M., Hassidim, A., & Matias, Y",2019,Personalizing ASR for dysarthric and accented speech with limited data,Interspeech 2019,784-788,10.21437/Interspeech.2019-1427,https://doi.org/10.21437/Interspeech.2019-1427,,high,"Shor, J., Emanuel, D., Lang, O., Tuval, O., Brenner, M., Cattiau, J., Vieira, F., McNally, M., Charbonneau, T., Nollstadt, M., Hassidim, A., & Matias, Y. (2019). Personalizing ASR for dysarthric and accented speech with limited data. Interspeech 2019, 784-788. https://doi.org/10.21437/Interspeech.2019-1427"
12,10,"Tobin, J., Nelson, P., MacDonald, B., Heywood, R., Cave, R., Seaver, K., Desjardins, A., Jiang, P.-P., & Green, J. R",2024,Automatic speech recognition of conversational speech in individuals with disordered speech,"Journal of Speech, Language, and Hearing Research, 67(11)",4176-4185,10.1044/2024_JSLHR-24-00045,https://doi.org/10.1044/2024_JSLHR-24-00045,,high,"Tobin, J., Nelson, P., MacDonald, B., Heywood, R., Cave, R., Seaver, K., Desjardins, A., Jiang, P.-P., & Green, J. R. (2024). Automatic speech recognition of conversational speech in individuals with disordered speech. Journal of Speech, Language, and Hearing Research, 67(11), 4176-4185. https://doi.org/10.1044/2024_JSLHR-24-00045"
12,11,"Baali, M., Almakky, I., Shehata, S., & Karray, F",2023,Arabic dysarthric speech recognition using adversarial and signal-based augmentation,Interspeech 2023,1558-1562,10.21437/Interspeech.2023-1541,https://doi.org/10.21437/Interspeech.2023-1541,,high,"Baali, M., Almakky, I., Shehata, S., & Karray, F. (2023). Arabic dysarthric speech recognition using adversarial and signal-based augmentation. Interspeech 2023, 1558-1562. https://doi.org/10.21437/Interspeech.2023-1541"
12,12,"Bencherif, M., Algabri, M., Alsulaiman, M., Muhammad, G., Al-Gahtani, S., Mekhtiche, M., Faisal, M., Albogamy, F., & Alfakih, T",2025,L2AraSpeech [Data set],IEEE Dataport,,10.21227/ma12-bz74,https://doi.org/10.21227/ma12-bz74,,high,"Bencherif, M., Algabri, M., Alsulaiman, M., Muhammad, G., Al-Gahtani, S., Mekhtiche, M., Faisal, M., Albogamy, F., & Alfakih, T. (2025). L2AraSpeech [Data set]. IEEE Dataport. https://doi.org/10.21227/ma12-bz74"
12,13,"Potamianos, A., & Narayanan, S",2003,Robust recognition of children’s speech,"IEEE Transactions on Speech and Audio Processing, 11(6)",603-616,10.1109/TSA.2003.818026,https://doi.org/10.1109/TSA.2003.818026,,high,"Potamianos, A., & Narayanan, S. (2003). Robust recognition of children’s speech. IEEE Transactions on Speech and Audio Processing, 11(6), 603-616. https://doi.org/10.1109/TSA.2003.818026"
12,14,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I",2023,Robust speech recognition via large-scale weak supervision,"Proceedings of the 40th International Conference on Machine Learning, PMLR 202",28492-28518,,https://proceedings.mlr.press/v202/radford23a.html,9 August 2026,high,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2023). Robust speech recognition via large-scale weak supervision. Proceedings of the 40th International Conference on Machine Learning, PMLR 202, 28492-28518. https://proceedings.mlr.press/v202/radford23a.html Accessed 9 August 2026."
12,15,"Alkadri, M., Desouki, D., & Al Jallad, K",2025,Arabic Little STT: Arabic children speech recognition dataset,arXiv preprint arXiv:2510.23319,,,https://arxiv.org/abs/2510.23319,9 August 2026,medium,"Alkadri, M., Desouki, D., & Al Jallad, K. (2025). Arabic Little STT: Arabic children speech recognition dataset. arXiv preprint arXiv:2510.23319. https://arxiv.org/abs/2510.23319 Accessed 9 August 2026."
12,16,"Alharbi, S., Alowisheq, A., Tüske, Z., Darwish, K., Alrajeh, A., Alrowithi, A., Bin Tamran, A., Ibrahim, A., Aloraini, R., Alnajim, R., Alkahtani, R., Almuasaad, R., Alrasheed, S., Alsubaie, S., & Alonaizan, Y",2024,SADA: Saudi Audio Dataset for Arabic,ICASSP 2024,10286-10290,10.1109/ICASSP48485.2024.10446243,https://doi.org/10.1109/ICASSP48485.2024.10446243,,high,"Alharbi, S., Alowisheq, A., Tüske, Z., Darwish, K., Alrajeh, A., Alrowithi, A., Bin Tamran, A., Ibrahim, A., Aloraini, R., Alnajim, R., Alkahtani, R., Almuasaad, R., Alrasheed, S., Alsubaie, S., & Alonaizan, Y. (2024). SADA: Saudi Audio Dataset for Arabic. ICASSP 2024, 10286-10290. https://doi.org/10.1109/ICASSP48485.2024.10446243"
12,17,"Beukelman, D. R., & Mirenda, P",2013,Augmentative and alternative communication: Supporting children and adults with complex communication needs (4th ed.),Paul H. Brookes Publishing,,,https://archive.org/details/augmentativealte0000beuk_4ed,9 August 2026,high,"Beukelman, D. R., & Mirenda, P. (2013). Augmentative and alternative communication: Supporting children and adults with complex communication needs (4th ed.). Paul H. Brookes Publishing. https://archive.org/details/augmentativealte0000beuk_4ed Accessed 9 August 2026."
12,18,"Sidig, A. A. I., Luqman, H., Mahmoud, S., & Mohandes, M",2021,KArSL: Arabic sign language database,"ACM Transactions on Asian and Low-Resource Language Information Processing, 20(1)",1-19,10.1145/3423420,https://doi.org/10.1145/3423420,,high,"Sidig, A. A. I., Luqman, H., Mahmoud, S., & Mohandes, M. (2021). KArSL: Arabic sign language database. ACM Transactions on Asian and Low-Resource Language Information Processing, 20(1), 1-19. https://doi.org/10.1145/3423420"
12,19,"Alam, F., Shahroor, A. E., Hasan, M. A., Sheikh Ali, Z., Bhatti, H. H., Kmainasi, M. B., Chowdhury, S. A., Mousi, B., Dalvi, F., Durrani, N., & Milic-Frayling, N",2026,"OASIS: A multilingual and multimodal dataset for culturally grounded spoken visual QA. arXiv preprint arXiv:2510.06371, revised May 2026, first released as EverydayMMQA",,,,https://arxiv.org/abs/2510.06371,9 August 2026,medium,"Alam, F., Shahroor, A. E., Hasan, M. A., Sheikh Ali, Z., Bhatti, H. H., Kmainasi, M. B., Chowdhury, S. A., Mousi, B., Dalvi, F., Durrani, N., & Milic-Frayling, N. (2026). OASIS: A multilingual and multimodal dataset for culturally grounded spoken visual QA. arXiv preprint arXiv:2510.06371, revised May 2026, first released as EverydayMMQA. https://arxiv.org/abs/2510.06371 Accessed 9 August 2026."
12,20,"Van Veen, D., Van Uden, C., Blankemeier, L., Delbrouck, J.-B., Aali, A., Bluethgen, C., Pareek, A., Polacin, M., Reis, E. P., Seehofnerová, A., Rohatgi, N., Hosamani, P., Collins, W., Ahuja, N., Langlotz, C. P., Hom, J., Gatidis, S., Pauly, J., & Chaudhari, A. S",2024,Adapted large language models can outperform medical experts in clinical text summarization,"Nature Medicine, 30(4)",1134-1142,10.1038/s41591-024-02855-5,https://doi.org/10.1038/s41591-024-02855-5,,high,"Van Veen, D., Van Uden, C., Blankemeier, L., Delbrouck, J.-B., Aali, A., Bluethgen, C., Pareek, A., Polacin, M., Reis, E. P., Seehofnerová, A., Rohatgi, N., Hosamani, P., Collins, W., Ahuja, N., Langlotz, C. P., Hom, J., Gatidis, S., Pauly, J., & Chaudhari, A. S. (2024). Adapted large language models can outperform medical experts in clinical text summarization. Nature Medicine, 30(4), 1134-1142. https://doi.org/10.1038/s41591-024-02855-5"
12,21,"van Buchem, M. M., Boosman, H., Bauer, M. P., Kant, I. M. J., Cammel, S. A., & Steyerberg, E. W",2021,"The digital scribe in clinical practice: A scoping review and research agenda. npj Digital Medicine, 4, 57",,,10.1038/s41746-021-00432-5,https://doi.org/10.1038/s41746-021-00432-5,,medium,"van Buchem, M. M., Boosman, H., Bauer, M. P., Kant, I. M. J., Cammel, S. A., & Steyerberg, E. W. (2021). The digital scribe in clinical practice: A scoping review and research agenda. npj Digital Medicine, 4, 57. https://doi.org/10.1038/s41746-021-00432-5"
12,22,"Hodgson, T., & Coiera, E",2016,Risks and benefits of speech recognition for clinical documentation: A systematic review,"Journal of the American Medical Informatics Association, 23(e1), e169-e179",,10.1093/jamia/ocv152,https://doi.org/10.1093/jamia/ocv152,,high,"Hodgson, T., & Coiera, E. (2016). Risks and benefits of speech recognition for clinical documentation: A systematic review. Journal of the American Medical Informatics Association, 23(e1), e169-e179. https://doi.org/10.1093/jamia/ocv152"
12,23,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C",2019,Preserving privacy in speaker and speech characterisation,"Computer Speech & Language, 58",441-480,10.1016/j.csl.2019.06.001,https://doi.org/10.1016/j.csl.2019.06.001,,high,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C. (2019). Preserving privacy in speaker and speech characterisation. Computer Speech & Language, 58, 441-480. https://doi.org/10.1016/j.csl.2019.06.001"
12,24,"Federico, M., Enyedi, R., Barra-Chicote, R., Giri, R., Isik, U., Krishnaswamy, A., & Sawaf, H",2020,From speech-to-speech translation to automatic dubbing,Proceedings of the 17th International Conference on Spoken Language Translation,257-264,,https://aclanthology.org/2020.iwslt-1.31/,10 August 2026,high,"Federico, M., Enyedi, R., Barra-Chicote, R., Giri, R., Isik, U., Krishnaswamy, A., & Sawaf, H. (2020). From speech-to-speech translation to automatic dubbing. Proceedings of the 17th International Conference on Spoken Language Translation, 257-264. https://aclanthology.org/2020.iwslt-1.31/ Accessed 10 August 2026."
12,25,"Ghobain, E. A",2017,Dubbing melodramas in the Arab world; Between the standard language and colloquial dialects,"Arabic Language, Literature & Culture, 2(3)",49-59,10.11648/j.allc.20170203.11,https://doi.org/10.11648/j.allc.20170203.11,,high,"Ghobain, E. A. (2017). Dubbing melodramas in the Arab world; Between the standard language and colloquial dialects. Arabic Language, Literature & Culture, 2(3), 49-59. https://doi.org/10.11648/j.allc.20170203.11"
