bibtex_key,authors,year,title,venue,pages,doi,url,accessed,chapters,confidence,raw
kulkarni2023clartts,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H",2023,ClArTTS: An open-source Classical Arabic text-to-speech corpus,Interspeech,5511-5515,10.21437/Interspeech.2023-2224,https://doi.org/10.21437/Interspeech.2023-2224,,1;2;3;9;14,high,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H. (2023). ClArTTS: An open-source Classical Arabic text-to-speech corpus. Interspeech, 5511-5515. https://doi.org/10.21437/Interspeech.2023-2224"
le2019half,"Le Roux, J., Wisdom, S., Erdogan, H., & Hershey, J. R",2019,SDR: half-baked or well done?,"ICASSP 2019, IEEE International Conference on Acoustics, Speech and Signal Processing",626-630,10.1109/ICASSP.2019.8683855,https://doi.org/10.1109/ICASSP.2019.8683855,,8,high,"Le Roux, J., Wisdom, S., Erdogan, H., & Hershey, J. R. (2019). SDR: half-baked or well done? ICASSP 2019, IEEE International Conference on Acoustics, Speech and Signal Processing, 626-630. https://doi.org/10.1109/ICASSP.2019.8683855"
lewis2020retrieval,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., Küttler, H., Lewis, M., Yih, W.-t., Rocktäschel, T., Riedel, S., & Kiela, D",2020,Retrieval-augmented generation for knowledge-intensive NLP tasks,Advances in Neural Information Processing Systems 33 (NeurIPS),9459-9474,,https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html,7 August 2026,11,high,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., Küttler, H., Lewis, M., Yih, W.-t., Rocktäschel, T., Riedel, S., & Kiela, D. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. Advances in Neural Information Processing Systems 33 (NeurIPS), 9459-9474. https://proceedings.neurips.cc/paper/2020/hash/6b493230205f780e1bc26945df7481e5-Abstract.html Accessed 7 August 2026."
lhoest2021datasets,"Lhoest, Q., Villanova del Moral, A., Jernite, Y., Thakur, A., von Platen, P., Patil, S., Chaumond, J., Drame, M., Plu, J., Tunstall, L., Davison, J., Šaško, M., Chhablani, G., Malik, B., Brandeis, S., Le Scao, T., Sanh, V., Xu, C., Patry, N., McMillan-Major, A., Schmid, P., Gugger, S., Delangue, C., Matussière, T., Debut, L., Bekman, S., Cistac, P., Goehringer, T., Mustar, V., Lagunas, F., Rush, A., & Wolf, T",2021,Datasets: A community library for natural language processing,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations (EMNLP),175-184,,https://aclanthology.org/2021.emnlp-demo.21/,28 July 2026,7,high,"Lhoest, Q., Villanova del Moral, A., Jernite, Y., Thakur, A., von Platen, P., Patil, S., Chaumond, J., Drame, M., Plu, J., Tunstall, L., Davison, J., Šaško, M., Chhablani, G., Malik, B., Brandeis, S., Le Scao, T., Sanh, V., Xu, C., Patry, N., McMillan-Major, A., Schmid, P., Gugger, S., Delangue, C., Matussière, T., Debut, L., Bekman, S., Cistac, P., Goehringer, T., Mustar, V., Lagunas, F., Rush, A., & Wolf, T. (2021). Datasets: A community library for natural language processing. Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing: System Demonstrations (EMNLP), 175-184. https://aclanthology.org/2021.emnlp-demo.21/ Accessed 28 July 2026."
li2017mispronunc,"Li, K., Qian, X., & Meng, H",2017,Mispronunciation detection and diagnosis in L2 English speech using multidistribution deep neural networks,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 25(1)",193-207,10.1109/TASLP.2016.2621675,https://doi.org/10.1109/TASLP.2016.2621675,,12,high,"Li, K., Qian, X., & Meng, H. (2017). Mispronunciation detection and diagnosis in L2 English speech using multidistribution deep neural networks. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 25(1), 193-207. https://doi.org/10.1109/TASLP.2016.2621675"
lin2004rouge,"Lin, C.-Y",2004,ROUGE: A package for automatic evaluation of summaries,Text Summarization Branches Out,74-81,,https://aclanthology.org/W04-1013/,31 July 2026,8,high,"Lin, C.-Y. (2004). ROUGE: A package for automatic evaluation of summaries. Text Summarization Branches Out, 74-81. https://aclanthology.org/W04-1013/ Accessed 31 July 2026."
lugosch2019speech,"Lugosch, L., Ravanelli, M., Ignoto, P., Tomar, V. S., & Bengio, Y",2019,Speech model pre-training for end-to-end spoken language understanding,Interspeech,814-818,10.21437/Interspeech.2019-2396,https://doi.org/10.21437/Interspeech.2019-2396,,10,high,"Lugosch, L., Ravanelli, M., Ignoto, P., Tomar, V. S., & Bengio, Y. (2019). Speech model pre-training for end-to-end spoken language understanding. Interspeech, 814-818. https://doi.org/10.21437/Interspeech.2019-2396"
ma2019stacl,"Ma, M., Huang, L., Xiong, H., Zheng, R., Liu, K., Zheng, B., Zhang, C., He, Z., Liu, H., Li, X., Wu, H., & Wang, H",2019,STACL: Simultaneous translation with implicit anticipation and controllable latency using prefix-to-prefix framework,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics (ACL),3025-3036,10.18653/v1/P19-1289,https://doi.org/10.18653/v1/P19-1289,,10,high,"Ma, M., Huang, L., Xiong, H., Zheng, R., Liu, K., Zheng, B., Zhang, C., He, Z., Liu, H., Li, X., Wu, H., & Wang, H. (2019). STACL: Simultaneous translation with implicit anticipation and controllable latency using prefix-to-prefix framework. Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics (ACL), 3025-3036. https://doi.org/10.18653/v1/P19-1289"
ma2020simuleval,"Ma, X., Dousti, M. J., Wang, C., Gu, J., & Pino, J",2020,SimulEval: An evaluation toolkit for simultaneous translation,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,144-150,10.18653/v1/2020.emnlp-demos.19,https://doi.org/10.18653/v1/2020.emnlp-demos.19,,10,high,"Ma, X., Dousti, M. J., Wang, C., Gu, J., & Pino, J. (2020). SimulEval: An evaluation toolkit for simultaneous translation. Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, 144-150. https://doi.org/10.18653/v1/2020.emnlp-demos.19"
maamouri2007fisher,"Maamouri, M., Buckwalter, T., Graff, D., & Jin, H",2007,Fisher Levantine Arabic Conversational Telephone Speech (LDC2007S02),"Linguistic Data Consortium, Philadelphia",,,https://catalog.ldc.upenn.edu/LDC2007S02,28 July 2026,7,high,"Maamouri, M., Buckwalter, T., Graff, D., & Jin, H. (2007). Fisher Levantine Arabic Conversational Telephone Speech (LDC2007S02). Linguistic Data Consortium, Philadelphia. https://catalog.ldc.upenn.edu/LDC2007S02 Accessed 28 July 2026."
manning2008introducti,"Manning, C. D., Raghavan, P., & Schütze, H",2008,Introduction to information retrieval,Cambridge University Press,,10.1017/CBO9780511809071,https://doi.org/10.1017/CBO9780511809071,,8,high,"Manning, C. D., Raghavan, P., & Schütze, H. (2008). Introduction to information retrieval. Cambridge University Press. https://doi.org/10.1017/CBO9780511809071"
martin1997curve,"Martin, A., Doddington, G., Kamm, T., Ordowski, M., & Przybocki, M",1997,The DET curve in assessment of detection task performance,European Conference on Speech Communication and Technology (Eurospeech),1895-1898,10.21437/Eurospeech.1997-504,https://doi.org/10.21437/Eurospeech.1997-504,,8,high,"Martin, A., Doddington, G., Kamm, T., Ordowski, M., & Przybocki, M. (1997). The DET curve in assessment of detection task performance. European Conference on Speech Communication and Technology (Eurospeech), 1895-1898. https://doi.org/10.21437/Eurospeech.1997-504"
mcauliffe2017montreal,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M",2017,Montreal Forced Aligner: Trainable Text-Speech Alignment Using Kaldi,Interspeech,498-502,10.21437/Interspeech.2017-1386,https://doi.org/10.21437/Interspeech.2017-1386,,3;14,high,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M. (2017). Montreal Forced Aligner: Trainable Text-Speech Alignment Using Kaldi. Interspeech, 498-502. https://doi.org/10.21437/Interspeech.2017-1386"
mcmahan2017communicat,"McMahan, H. B., Moore, E., Ramage, D., Hampson, S., & Agüera y Arcas, B",2017,Communication-efficient learning of deep networks from decentralized data,"Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, PMLR 54",1273-1282,,https://proceedings.mlr.press/v54/mcmahan17a.html,10 August 2026,13,high,"McMahan, H. B., Moore, E., Ramage, D., Hampson, S., & Agüera y Arcas, B. (2017). Communication-efficient learning of deep networks from decentralized data. Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, PMLR 54, 1273-1282. https://proceedings.mlr.press/v54/mcmahan17a.html Accessed 10 August 2026."
mdhaffar2024taric,"Mdhaffar, S., Bougares, F., De Mori, R., Zaiem, S., Ravanelli, M., & Estève, Y",2024,TARIC-SLU: A Tunisian benchmark dataset for spoken language understanding,LREC-COLING,15606-15616,,https://aclanthology.org/2024.lrec-main.1357/,19 June 2026,1;10,high,"Mdhaffar, S., Bougares, F., De Mori, R., Zaiem, S., Ravanelli, M., & Estève, Y. (2024). TARIC-SLU: A Tunisian benchmark dataset for spoken language understanding. LREC-COLING. https://aclanthology.org/2024.lrec-main.1357/ Accessed 19 June 2026."
meftah2021king,"Meftah, A. H., Qamhan, M. A., Seddiq, Y., Alotaibi, Y. A., & Selouani, S. A",2021,"King Saud University Emotions Corpus: Construction, analysis, evaluation, and comparison","IEEE Access, 9",54201-54219,10.1109/ACCESS.2021.3070751,https://doi.org/10.1109/ACCESS.2021.3070751,,8,high,"Meftah, A. H., Qamhan, M. A., Seddiq, Y., Alotaibi, Y. A., & Selouani, S. A. (2021). King Saud University Emotions Corpus: Construction, analysis, evaluation, and comparison. IEEE Access, 9, 54201-54219. https://doi.org/10.1109/ACCESS.2021.3070751"
microsoft2026responsibl,Microsoft,2026,Responsible AI: principles and approach,Microsoft,,,https://www.microsoft.com/en-us/ai/responsible-ai,11 August 2026,13,high,Microsoft. (2026). Responsible AI: principles and approach. Microsoft. https://www.microsoft.com/en-us/ai/responsible-ai Accessed 11 August 2026.
mitchell2019model,"Mitchell, M., Wu, S., Zaldivar, A., Barnes, P., Vasserman, L., Hutchinson, B., Spitzer, E., Raji, I. D., & Gebru, T",2019,Model cards for model reporting,"Proceedings of the Conference on Fairness, Accountability, and Transparency",220-229,10.1145/3287560.3287596,https://doi.org/10.1145/3287560.3287596,,13,high,"Mitchell, M., Wu, S., Zaldivar, A., Barnes, P., Vasserman, L., Hutchinson, B., Spitzer, E., Raji, I. D., & Gebru, T. (2019). Model cards for model reporting. Proceedings of the Conference on Fairness, Accountability, and Transparency, 220-229. https://doi.org/10.1145/3287560.3287596"
mohri2002weighted,"Mohri, M., Pereira, F., & Riley, M",2002,Weighted finite-state transducers in speech recognition,"Computer Speech & Language, 16(1)",69-88,10.1006/csla.2001.0184,https://doi.org/10.1006/csla.2001.0184,,4,high,"Mohri, M., Pereira, F., & Riley, M. (2002). Weighted finite-state transducers in speech recognition. Computer Speech & Language, 16(1), 69-88. https://doi.org/10.1006/csla.2001.0184"
mousavi2025discrete,"Mousavi, P., Maimon, G., Moumen, A., Petermann, D., Shi, J., Wu, H., Yang, H., Kuznetsova, A., Ploujnikov, A., Marxer, R., Ramabhadran, B., Elizalde, B., Lugosch, L., Li, J., Subakan, C., Woodland, P., Kim, M., Lee, H.-y., Watanabe, S., Adi, Y., & Ravanelli, M",2025,Discrete audio tokens: More than a survey!,Transactions on Machine Learning Research,,,https://openreview.net/forum?id=eqNchtvc6v,8 August 2026,11,high,"Mousavi, P., Maimon, G., Moumen, A., Petermann, D., Shi, J., Wu, H., Yang, H., Kuznetsova, A., Ploujnikov, A., Marxer, R., Ramabhadran, B., Elizalde, B., Lugosch, L., Li, J., Subakan, C., Woodland, P., Kim, M., Lee, H.-y., Watanabe, S., Adi, Y., & Ravanelli, M. (2025). Discrete audio tokens: More than a survey! Transactions on Machine Learning Research. https://openreview.net/forum?id=eqNchtvc6v Accessed 8 August 2026."
mozilla2026common,Mozilla Foundation,2026,Common Voice: Arabic dataset card,Common Voice,,,https://commonvoice.mozilla.org/ar/datasets,19 June 2026,3,high,Mozilla Foundation. (2026). Common Voice: Arabic dataset card. Common Voice. https://commonvoice.mozilla.org/ar/datasets Accessed 19 June 2026.
mubarak2021qasr,"Mubarak, H., Hussein, A., Chowdhury, S. A., & Ali, A",2021,"QASR: QCRI Aljazeera Speech Resource, a large scale annotated Arabic speech corpus",ACL-IJCNLP,2274-2285,,https://aclanthology.org/2021.acl-long.177/,19 June 2026,1;3;5;7;14,high,"Mubarak, H., Hussein, A., Chowdhury, S. A., & Ali, A. (2021). QASR: QCRI Aljazeera Speech Resource, a large scale annotated Arabic speech corpus. ACL-IJCNLP. https://aclanthology.org/2021.acl-long.177/ Accessed 19 June 2026."
nautsch2019gdpr,"Nautsch, A., Jasserand, C., Kindt, E., Todisco, M., Trancoso, I., & Evans, N",2019,"The GDPR & speech data: Reflections of legal and technology communities, first steps towards a common understanding",Interspeech,3695-3699,10.21437/Interspeech.2019-2647,https://doi.org/10.21437/Interspeech.2019-2647,,7,high,"Nautsch, A., Jasserand, C., Kindt, E., Todisco, M., Trancoso, I., & Evans, N. (2019). The GDPR & speech data: Reflections of legal and technology communities, first steps towards a common understanding. Interspeech, 3695-3699. https://doi.org/10.21437/Interspeech.2019-2647"
nautsch2019preserving,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C",2019,Preserving privacy in speaker and speech characterisation,"Computer Speech & Language, 58",441-480,10.1016/j.csl.2019.06.001,https://doi.org/10.1016/j.csl.2019.06.001,,12;13,high,"Nautsch, A., Jiménez, A., Treiber, A., Kolberg, J., Jasserand, C., Kindt, E., Delgado, H., Todisco, M., Hmani, M. A., Mtibaa, A., Abdelraheem, M. A., Abad, A., Teixeira, F., Matrouf, D., Gomez-Barrero, M., Petrovska-Delacrétaz, D., Chollet, G., Evans, N., Schneider, T., Bonastre, J.-F., Raj, B., Trancoso, I., & Busch, C. (2019). Preserving privacy in speaker and speech characterisation. Computer Speech & Language, 58, 441-480. https://doi.org/10.1016/j.csl.2019.06.001"
nusbaum1985constraint,"Nusbaum, H. C., & Pisoni, D. B",1985,Constraints on the perception of synthetic speech generated by rule,"Behavior Research Methods, Instruments, & Computers, 17(2)",235-242,10.3758/BF03214389,https://doi.org/10.3758/BF03214389,,9,high,"Nusbaum, H. C., & Pisoni, D. B. (1985). Constraints on the perception of synthetic speech generated by rule. Behavior Research Methods, Instruments, & Computers, 17(2), 235-242. https://doi.org/10.3758/BF03214389"
nusbaum2006speech,"Nusbaum, H. C., & Shintel, H",2006,Speech synthesis,"In Encyclopedia of language and linguistics (2nd ed., pp. 19-31). Elsevier",,10.1016/B0-08-044854-2/00913-5,https://doi.org/10.1016/B0-08-044854-2/00913-5,,9,high,"Nusbaum, H. C., & Shintel, H. (2006). Speech synthesis. In Encyclopedia of language and linguistics (2nd ed., pp. 19-31). Elsevier. https://doi.org/10.1016/B0-08-044854-2/00913-5"
obeid2020camel,"Obeid, O., Zalmout, N., Khalifa, S., Taji, D., Oudah, M., Alhafni, B., Inoue, G., Eryani, F., Erdmann, A., & Habash, N",2020,CAMeL Tools: An open source Python toolkit for Arabic natural language processing,Proceedings of the Twelfth Language Resources and Evaluation Conference (LREC),7022-7032,,https://aclanthology.org/2020.lrec-1.868/,26 July 2026,1;4;5;7;9,high,"Obeid, O., Zalmout, N., Khalifa, S., Taji, D., Oudah, M., Alhafni, B., Inoue, G., Eryani, F., Erdmann, A., & Habash, N. (2020). CAMeL Tools: An open source Python toolkit for Arabic natural language processing. Proceedings of the Twelfth Language Resources and Evaluation Conference (LREC), 7022-7032. https://aclanthology.org/2020.lrec-1.868/ Accessed 26 July 2026."
omnilingual2025omnilingua,Omnilingual ASR Team,2025,Omnilingual ASR: Open-Source Multilingual Speech Recognition for 1600+ Languages,arXiv:2511.09690,,,https://arxiv.org/abs/2511.09690,,6,medium,Omnilingual ASR Team. (2025). Omnilingual ASR: Open-Source Multilingual Speech Recognition for 1600+ Languages. arXiv:2511.09690. https://arxiv.org/abs/2511.09690
oukas2024arabalg,"Oukas, N., Haboussi, S., Maiza, C., & Benslimane, N",2024,ArabAlg: A new dataset for Arabic speech commands recognition for machine learning purposes,"International Journal of Computing and Digital Systems, 15(1)",,10.12785/ijcds/150170,https://doi.org/10.12785/ijcds/150170,,1,high,"Oukas, N., Haboussi, S., Maiza, C., & Benslimane, N. (2024). ArabAlg: A new dataset for Arabic speech commands recognition for machine learning purposes. International Journal of Computing and Digital Systems, 15(1). https://doi.org/10.12785/ijcds/150170"
panariello2024voicepriva,"Panariello, M., Tomashenko, N., Wang, X., Miao, X., Champion, P., Nourtel, H., Todisco, M., Evans, N., Vincent, E., & Yamagishi, J",2024,The VoicePrivacy 2022 Challenge: Progress and perspectives in voice anonymisation,"IEEE/ACM Transactions on Audio, Speech, and Language Processing, 32",3477-3491,10.1109/TASLP.2024.3430530,https://doi.org/10.1109/TASLP.2024.3430530,,13,high,"Panariello, M., Tomashenko, N., Wang, X., Miao, X., Champion, P., Nourtel, H., Todisco, M., Evans, N., Vincent, E., & Yamagishi, J. (2024). The VoicePrivacy 2022 Challenge: Progress and perspectives in voice anonymisation. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 32, 3477-3491. https://doi.org/10.1109/TASLP.2024.3430530"
panayotov2015librispeec,"Panayotov, V., Chen, G., Povey, D., & Khudanpur, S",2015,Librispeech: An ASR corpus based on public domain audio books,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",5206-5210,10.1109/ICASSP.2015.7178964,https://doi.org/10.1109/ICASSP.2015.7178964,,7,high,"Panayotov, V., Chen, G., Povey, D., & Khudanpur, S. (2015). Librispeech: An ASR corpus based on public domain audio books. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 5206-5210. https://doi.org/10.1109/ICASSP.2015.7178964"
papineni2002bleu,"Papineni, K., Roukos, S., Ward, T., & Zhu, W.-J",2002,BLEU: A method for automatic evaluation of machine translation,Proceedings of the 40th Annual Meeting of the Association for Computational Linguistics (ACL),311-318,10.3115/1073083.1073135,https://doi.org/10.3115/1073083.1073135,,10,high,"Papineni, K., Roukos, S., Ward, T., & Zhu, W.-J. (2002). BLEU: A method for automatic evaluation of machine translation. Proceedings of the 40th Annual Meeting of the Association for Computational Linguistics (ACL), 311-318. https://doi.org/10.3115/1073083.1073135"
park2019specaugmen,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V",2019,SpecAugment: A simple data augmentation method for automatic speech recognition,Interspeech,2613-2617,10.21437/Interspeech.2019-2680,https://doi.org/10.21437/Interspeech.2019-2680,,3;4;5;14,high,"Park, D. S., Chan, W., Zhang, Y., Chiu, C.-C., Zoph, B., Cubuk, E. D., & Le, Q. V. (2019). SpecAugment: A simple data augmentation method for automatic speech recognition. Interspeech, 2613-2617. https://doi.org/10.21437/Interspeech.2019-2680"
park2022review,"Park, T. J., Kanda, N., Dimitriadis, D., Han, K. J., Watanabe, S., & Narayanan, S",2022,A review of speaker diarization: Recent advances with deep learning,"Computer Speech & Language, 72, 101317",,10.1016/j.csl.2021.101317,https://doi.org/10.1016/j.csl.2021.101317,,8,high,"Park, T. J., Kanda, N., Dimitriadis, D., Han, K. J., Watanabe, S., & Narayanan, S. (2022). A review of speaker diarization: Recent advances with deep learning. Computer Speech & Language, 72, 101317. https://doi.org/10.1016/j.csl.2021.101317"
popov2021grad,"Popov, V., Vovk, I., Gogoryan, V., Sadekova, T., & Kudinov, M",2021,Grad-TTS: A diffusion probabilistic model for text-to-speech,"Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139",8599-8608,,https://proceedings.mlr.press/v139/popov21a.html,4 August 2026,9,high,"Popov, V., Vovk, I., Gogoryan, V., Sadekova, T., & Kudinov, M. (2021). Grad-TTS: A diffusion probabilistic model for text-to-speech. Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139, 8599-8608. https://proceedings.mlr.press/v139/popov21a.html Accessed 4 August 2026."
popovic2015chrf,"Popović, M",2015,chrF: Character n-gram F-score for automatic MT evaluation,Proceedings of the Tenth Workshop on Statistical Machine Translation (WMT),392-395,10.18653/v1/W15-3049,https://doi.org/10.18653/v1/W15-3049,,10,high,"Popović, M. (2015). chrF: Character n-gram F-score for automatic MT evaluation. Proceedings of the Tenth Workshop on Statistical Machine Translation (WMT), 392-395. https://doi.org/10.18653/v1/W15-3049"
post2018call,"Post, M",2018,A call for clarity in reporting BLEU scores,Proceedings of the Third Conference on Machine Translation: Research Papers (WMT),186-191,10.18653/v1/W18-6319,https://doi.org/10.18653/v1/W18-6319,,10,high,"Post, M. (2018). A call for clarity in reporting BLEU scores. Proceedings of the Third Conference on Machine Translation: Research Papers (WMT), 186-191. https://doi.org/10.18653/v1/W18-6319"
potamianos2003robust,"Potamianos, A., & Narayanan, S",2003,Robust recognition of children’s speech,"IEEE Transactions on Speech and Audio Processing, 11(6)",603-616,10.1109/TSA.2003.818026,https://doi.org/10.1109/TSA.2003.818026,,12,high,"Potamianos, A., & Narayanan, S. (2003). Robust recognition of children’s speech. IEEE Transactions on Speech and Audio Processing, 11(6), 603-616. https://doi.org/10.1109/TSA.2003.818026"
povey2011kaldi,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K",2011,The Kaldi Speech Recognition Toolkit,IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU),,,https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf,19 June 2026,3;14,high,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K. (2011). The Kaldi Speech Recognition Toolkit. IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU). https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf Accessed 19 June 2026."
pratap2024scaling,"Pratap, V., Tjandra, A., Shi, B., Tomasello, P., Babu, A., Kundu, S., Elkahky, A., Ni, Z., Vyas, A., Fazel-Zarandi, M., Baevski, A., Adi, Y., Zhang, X., Hsu, W.-N., Conneau, A., & Auli, M",2024,"Scaling speech technology to 1,000+ languages","Journal of Machine Learning Research, 25(97)",1-52,,https://jmlr.org/papers/v25/23-1318.html,19 June 2026,1;6,high,"Pratap, V., Tjandra, A., Shi, B., Tomasello, P., Babu, A., Kundu, S., Elkahky, A., Ni, Z., Vyas, A., Fazel-Zarandi, M., Baevski, A., Adi, Y., Zhang, X., Hsu, W.-N., Conneau, A., & Auli, M. (2024). Scaling speech technology to 1,000+ languages. Journal of Machine Learning Research, 25(97), 1-52. https://jmlr.org/papers/v25/23-1318.html Accessed 19 June 2026."
qafisheh1990phonology,"Qafisheh, H. A",1990,The phonology of Ṣanʿani Arabic,"Journal of King Saud University, 2(2)",167-182,,,,2,high,"Qafisheh, H. A. (1990). The phonology of Ṣanʿani Arabic. Journal of King Saud University, 2(2), 167-182."
qafisheh1992yemeni,"Qafisheh, H. A",1992,Yemeni Arabic Reference Grammar,"Dunwoody Press, Kensington, MD",,,,,2,high,"Qafisheh, H. A. (1992). Yemeni Arabic Reference Grammar. Dunwoody Press, Kensington, MD."
qi2020stanza,"Qi, P., Zhang, Y., Zhang, Y., Bolton, J., & Manning, C. D",2020,Stanza: A Python Natural Language Processing Toolkit for Many Human Languages,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: System Demonstrations (Association for Computational Linguistics),101-108,,https://aclanthology.org/2020.acl-demos.14/,19 June 2026,4,high,"Qi, P., Zhang, Y., Zhang, Y., Bolton, J., & Manning, C. D. (2020). Stanza: A Python Natural Language Processing Toolkit for Many Human Languages. Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics: System Demonstrations (Association for Computational Linguistics), 101-108. https://aclanthology.org/2020.acl-demos.14/ Accessed 19 June 2026."
qian2023survey,"Qian, Z., Xiao, K., & Yu, C",2023,A survey of technologies for automatic dysarthric speech recognition,"EURASIP Journal on Audio, Speech, and Music Processing, 2023, 48",,10.1186/s13636-023-00318-2,https://doi.org/10.1186/s13636-023-00318-2,,12,high,"Qian, Z., Xiao, K., & Yu, C. (2023). A survey of technologies for automatic dysarthric speech recognition. EURASIP Journal on Audio, Speech, and Music Processing, 2023, 48. https://doi.org/10.1186/s13636-023-00318-2"
qwen2025qwen,Qwen Team,2025,Qwen2.5-Omni technical report,arXiv preprint arXiv:2503.20215,,,https://arxiv.org/abs/2503.20215,,11,medium,Qwen Team. (2025). Qwen2.5-Omni technical report. arXiv preprint arXiv:2503.20215. https://arxiv.org/abs/2503.20215
rabiner1989tutorial,"Rabiner, L. R",1989,A tutorial on hidden Markov models and selected applications in speech recognition,"Proceedings of the IEEE, 77(2)",257-286,10.1109/5.18626,https://doi.org/10.1109/5.18626,,1;4,high,"Rabiner, L. R. (1989). A tutorial on hidden Markov models and selected applications in speech recognition. Proceedings of the IEEE, 77(2), 257-286. https://doi.org/10.1109/5.18626"
rabiner2007introducti,"Rabiner, L. R., & Schafer, R. W",2007,Introduction to Digital Speech Processing,"Foundations and Trends in Signal Processing, 1(1-2)",1-194,10.1561/2000000001,https://doi.org/10.1561/2000000001,,3,high,"Rabiner, L. R., & Schafer, R. W. (2007). Introduction to Digital Speech Processing. Foundations and Trends in Signal Processing, 1(1-2), 1-194. https://doi.org/10.1561/2000000001"
radford2023robust,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I",2023,Robust Speech Recognition via Large-Scale Weak Supervision,"Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202",28492-28518,,https://proceedings.mlr.press/v202/radford23a.html,19 June 2026,1;3;5;6;8;10;11;12,high,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2023). Robust Speech Recognition via Large-Scale Weak Supervision. Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202, 28492-28518. https://proceedings.mlr.press/v202/radford23a.html Accessed 19 June 2026."
rahman2024arabic,"Rahman, A., Kabir, M. M., Mridha, M. F., Alatiyyah, M., Alhasson, H. F., & Alharbi, S. S",2024,Arabic speech recognition: Advancement and challenges,IEEE Access,,10.1109/ACCESS.2024.3376237,https://doi.org/10.1109/ACCESS.2024.3376237,,1,high,"Rahman, A., Kabir, M. M., Mridha, M. F., Alatiyyah, M., Alhasson, H. F., & Alharbi, S. S. (2024). Arabic speech recognition: Advancement and challenges. IEEE Access. https://doi.org/10.1109/ACCESS.2024.3376237"
